video_num,start_frame,end_frame,difficulty,final_score
3,8196,8270,3,76.5
3,8681,8777,3,76.5
3,9992,10090,3.2,72
3,10529,10652,3.2,72
3,11610,11730,3.7,83.25
3,11946,12164,3.7,83.25
3,12741,12844,3,76.5
3,13284,13376,3,76.5
3,14127,14211,3.2,80
3,14597,14718,3.2,80
3,15562,15629,3.2,86.4
3,16053,16234,3.2,86.4
3,17317,17400,3.2,81.6
3,17776,17980,3.2,81.6
3,18842,18920,3.6,97.2
3,19354,19572,3.6,97.2
3,20307,20400,3.6,75.6
3,20883,21055,3.6,75.6
3,26283,26365,3.6,91.8
3,26895,27014,3.6,91.8
3,28048,28129,3.6,97.2
3,28629,28811,3.6,97.2
3,29679,29742,3.2,91.2
3,30155,30260,3.2,91.2
3,31186,31266,3.2,91.2
3,34006,34104,3.6,86.4
3,34603,34849,3.6,86.4
3,35222,35373,3.7,88.8
3,35605,35807,3.7,88.8
3,36870,36965,3.3,82.5
3,38200,38306,3.6,88.2
3,38729,38831,3.6,88.2
3,39519,39660,3.7,83.25
3,40224,40383,3.7,83.25
3,41443,41549,3.2,75.2
3,42017,42138,3.2,75.2
3,42827,42972,3.7,92.5
3,43369,43504,3.7,92.5
3,44243,44317,3.2,86.4
3,44751,44844,3.2,86.4
3,45609,45688,3.2,86.4
3,46191,46309,3.2,86.4
3,47201,47273,3.2,86.4
3,47740,47892,3.2,86.4
3,48361,48447,3.3,94.05
3,48895,49027,3.3,94.05
3,49916,50000,3.5,94.5
3,50613,50700,3.5,94.5
3,52864,52951,3.2,81.6
3,53410,53522,3.2,81.6
3,54466,54593,3.6,82.8
3,55041,55284,3.6,82.8
3,56482,56576,4.1,98.4
3,57928,58024,3.2,86.4
3,58434,58557,3.2,86.4
3,59376,59487,3.5,66.5
3,59932,60064,3.5,66.5
3,60693,60855,3.7,83.25
3,61306,61424,3.7,83.25
3,62326,62412,3.3,89.1
3,62834,62969,3.3,89.1
3,62983,63152,3.3,89.1
3,63681,63788,3.3,77.55
3,64320,64477,3.3,77.55
3,65283,65407,3.5,92.75
3,66110,66251,3.5,92.75
3,66729,66833,3.7,99.9
3,67380,67512,3.7,99.9
3,68063,68166,3.6,91.8
3,68771,68908,3.6,91.8
3,69536,69641,3.3,92.4
3,70194,70314,3.3,92.4
3,72361,72477,3.3,79.2
3,72969,73119,3.3,79.2
3,73818,73932,3.3,79.2
3,74373,74509,3.3,79.2
3,75825,75937,3.6,81
3,77441,77537,3.4,96.9
3,78137,78259,3.4,96.9
3,78939,79025,3.6,97.2
3,79613,79736,3.6,97.2
3,80356,80447,3.3,79.2
3,80898,80998,3.3,79.2
3,82006,82111,3.6,81
3,82566,82681,3.6,81
3,83405,83516,3.6,64.8
3,84892,85017,3.7,98.05
3,85600,85804,3.7,98.05
3,86590,86675,3.3,90.75
3,87943,88090,3.7,68.45
3,88631,88897,3.7,68.45
3,89574,89673,3.6,93.6
3,90177,90303,3.6,93.6
3,92490,92581,3.3,74.25
3,93000,93143,3.3,74.25
3,93858,93984,3.3,56.1
3,96213,96321,3.3,89.1
3,96779,96905,3.3,89.1
3,97630,97742,3.3,82.5
3,98229,98320,3.3,82.5
3,98955,99053,3.3,77.55
3,99509,99634,3.3,77.55
3,100394,100492,3.3,84.15
3,102258,102362,3.6,91.8
3,102783,102940,3.6,91.8
3,103689,103790,3.6,88.2
3,104239,104533,3.6,88.2
3,105286,105365,3.6,97.2
3,105925,106084,3.6,97.2
3,106989,107089,3.6,91.8
3,107584,107711,3.6,91.8
3,109054,109167,3.6,91.8
3,109730,109880,3.6,91.8
3,110310,110473,3.7,94.35
3,113660,113765,3.6,95.4
3,114335,114464,3.6,95.4
3,115785,115874,3.6,64.8
3,116360,116548,3.6,64.8
3,117781,117937,3.8,87.4
3,118228,118470,3.8,87.4
3,119690,119810,3.6,97.2
3,121526,121615,3.6,91.8
3,122060,122198,3.6,91.8
3,123402,123488,3.6,97.2
3,123906,124022,3.6,97.2
3,125549,125637,3.6,91.8
3,126052,126231,3.6,91.8
3,127130,127283,3.7,92.5
3,129781,129881,3.3,90.75
3,131044,131184,3.3,90.75
3,132041,132128,3.6,102.6
3,133814,133900,3.6,90
3,135577,135699,3.6,100.8
3,136155,136367,3.6,100.8
