video_num,start_frame,end_frame,difficulty,final_score
2,9839,9969,3.6,88.3
2,10399,10549,3.6,88.3
2,10946,11094,3,76.5
2,11500,11698,3,76.5
2,12273,12371,3.2,81.6
2,12767,12882,3.2,81.6
2,13714,13843,3.6,81
2,15862,15980,3.2,81.6
2,16342,16462,3.2,81.6
2,17103,17205,3.2,68.8
2,18629,18714,3.2,76.8
2,19377,19521,3.2,76.8
2,20045,20195,3,72
2,21251,21423,3,72
2,21973,22113,3,72
2,22425,22595,3,75
2,23006,23218,3,75
2,24066,24146,3.2,76.8
2,24591,24723,3.2,76.8
2,25502,25617,3.2,78.4
2,26148,26269,3.2,78.4
2,26876,27032,3.7,88.8
2,28585,28686,3.3,85.8
2,29294,29407,3.3,85.8
2,30339,30446,3.6,91.8
2,30835,30948,3.6,91.8
2,31671,31760,3.2,76.8
2,32920,33000,3.2,81.6
2,33398,33522,3.2,81.6
2,34323,34434,3.2,89.6
2,34853,35054,3.2,89.6
2,37154,37236,3.2,86.4
2,37656,37968,3.2,86.4
2,38487,38603,3.6,88.2
2,39008,39231,3.6,88.2
2,39949,40066,3.4,37.4
2,41341,41439,3.2,86.4
2,42010,42137,3.2,86.4
2,42934,43078,3.7,86.95
2,43531,43709,3.7,86.95
2,44005,44166,3,63
2,45485,45576,3.6,86.4
2,45970,46100,3.6,86.4
2,46968,47086,3.6,86.4
2,47535,47728,3.6,86.4
2,48482,48586,3.2,75.2
2,49179,49314,3.2,75.2
2,49977,50095,3.3,85.8
2,51800,51910,3.2,83.2
2,52354,52514,3.2,83.2
2,53047,53176,3.7,77.7
2,53673,53839,3.7,77.7
2,54663,54783,3.3,87.45
2,56125,56299,3.8,91.2
2,56719,56924,3.8,91.2
2,57592,57704,3.2,86.4
2,58132,58326,3.2,86.4
2,58837,58975,3.7,90.65
2,59182,59389,3.7,90.65
2,60024,60116,3.3,94.05
2,60551,60797,3.3,94.05
2,61557,61662,3.5,85.75
2,62044,62212,3.5,85.75
2,64785,64942,3.7,94.35
2,65394,65531,3.7,94.35
2,66248,66361,3.2,86.4
2,66769,66896,3.2,86.4
2,67380,67498,3,72
2,69066,69190,3.5,84
2,70950,71079,3.3,79.2
2,71616,71741,3.3,79.2
2,72470,72588,3.3,69.3
2,73748,73895,3.7,88.8
2,74310,74437,3.7,88.8
2,75462,75583,3.2,81.6
2,76105,76245,3.2,81.6
2,77073,77200,3.6,55.8
2,78487,78598,3.2,86.4
2,79103,79264,3.2,86.4
2,79868,80030,3.7,83.25
2,80641,80783,3.7,83.25
2,81870,81972,3.6,82.8
2,82387,82724,3.6,82.8
2,84124,84257,4.1,86.1
2,84643,84793,4.1,86.1
2,85839,85950,3.3,36.3
2,87141,87264,3.3,79.2
2,87924,88049,3.3,79.2
2,88747,88842,3.5,89.25
2,89286,89594,3.5,89.25
2,90131,90217,3.6,102.6
2,90644,90787,3.6,102.6
2,91576,91691,3.3,94.05
2,92160,92313,3.3,94.05
2,94542,94661,3.3,85.8
2,95136,95417,3.3,85.8
2,96311,96416,3.4,81.6
2,96966,97139,3.4,81.6
2,97643,97769,3.3,89.1
2,98061,98171,3.3,89.1
2,99044,99175,3.7,88.8
2,101090,101218,3.6,81
2,101649,101801,3.6,81
2,102403,102518,3.2,78.4
2,102679,102890,3.2,78.4
2,103636,103744,3.3,84.15
2,104189,104336,3.3,84.15
2,105213,105286,3.3,79.2
2,106809,106923,3.2,83.2
2,107373,107616,3.2,83.2
2,108372,108486,3.3,90.75
2,108991,109251,3.3,90.75
2,110071,110198,3.3,89.1
2,110656,110827,3.3,89.1
2,111516,111632,3.3,89.1
2,112072,112339,3.3,89.1
2,113482,113603,3.6,81
2,114209,114368,3.6,81
2,115476,115610,4.1,86.1
2,116045,116190,4.1,86.1
2,116948,117063,3.6,86.4
2,117491,117664,3.6,86.4
2,118321,118413,3.6,91.8
2,118825,118957,3.6,91.8
2,119559,119676,3.7,94.35
2,121140,121247,3.6,102.6
2,121760,121907,3.6,102.6
2,124172,124284,3.6,82.8
2,124723,124894,3.6,82.8
2,125561,125679,3.3,79.2
2,126167,126330,3.3,79.2
2,126756,126853,3.3,89.1
2,127255,127455,3.3,89.1
2,128265,128377,3.6,91.8
2,128830,128972,3.6,91.8
2,129964,130082,3.6,91.8
2,130487,130681,3.6,91.8
2,131220,131352,3.3,80.85
2,131756,131887,3.3,80.85
2,132535,132659,3.5,36.75
2,133884,133990,3.3,79.2
2,134455,134608,3.3,79.2
2,135284,135398,3.3,64.35
2,136836,136953,3.3,74.25
2,137393,137528,3.3,74.25
2,138357,138472,3.3,84.15
2,138909,139053,3.3,84.15
2,139712,139819,3.3,89.1
2,140250,140360,3.3,89.1
2,141724,141833,3.3,74.25
2,142260,142479,3.3,74.25
2,143368,143476,3.3,89.1
2,143904,144041,3.3,89.1
2,144778,144903,3.6,86.4
2,145516,145656,3.6,86.4
2,146027,146117,3.3,74.25
2,146560,146900,3.3,74.25
2,147501,147607,3.6,75.6
2,147848,148071,3.6,75.6
2,148791,148943,3.7,94.35
2,149324,149489,3.7,94.35
2,151868,151981,3.6,93.6
2,152437,152762,3.6,93.6
2,153492,153613,3.6,90
2,154003,154143,3.6,90
2,154775,154888,3.6,84.6
2,156170,156295,3.3,89.1
2,156897,157038,3.3,89.1
2,157939,158049,3.6,93.6
2,158452,158584,3.6,93.6
2,159156,159265,3.3,79.2
2,159697,159863,3.3,79.2
2,160485,160599,3.6,91.8
2,160978,161138,3.6,91.8
2,162070,162186,3.6,97.2
2,162702,162817,3.6,97.2
2,163748,163876,3.6,86.4
2,164278,164399,3.6,86.4
2,165260,165391,3.6,70.2
2,166023,166210,3.6,70.2
2,166904,167032,3.6,90
2,167418,167565,3.6,90
2,168297,168422,3.6,79.2
2,168880,169035,3.6,79.2
2,169575,169716,3.8,79.8
2,171098,171261,3.7,88.8
2,171725,172040,3.7,88.8
2,172533,172665,3.7,88.8
2,173097,173237,3.7,88.8
2,173975,174088,3.6,81
2,174581,174685,3.6,81
2,175327,175430,3.6,93.6
2,175864,176190,3.6,93.6
2,176871,176981,3.6,97.2
2,177422,177550,3.6,97.2
