video_num,start_frame,end_frame,difficulty,final_score
9,9983,10095,1.6,36
9,11388,11525,1.6,34.4
9,12752,12889,1.6,36
9,14036,14177,1.6,28.8
9,15332,15478,1.6,33.6
9,16369,16523,1.6,31.2
9,17546,17690,1.6,40
9,18961,19113,1.6,35.2
9,20211,20330,1.6,31.2
9,21378,21533,1.6,39.2
9,22617,22781,1.6,33.6
9,25210,25341,2,46
9,26528,26625,2,43
9,27784,27885,2,45
9,29283,29401,2,33
9,30584,30735,2,31
9,31939,32030,2,42
9,33170,33288,2,54
9,34554,34644,2,50
9,35842,35954,2,44
9,37065,37163,2,50
9,38310,38401,2,48
9,40955,41068,1.8,41.4
9,41274,41445,1.8,41.4
9,42280,42387,1.8,32.4
9,43438,43541,1.8,37.8
9,44900,45003,1.9,38
9,46334,46450,1.8,32.4
9,47619,47730,1.8,40.5
9,48787,48892,1.9,51.3
9,49018,49184,1.9,51.3
9,49966,50067,1.9,42.75
9,51216,51312,2,44
9,52226,52329,1.9,37.05
9,53440,53575,1.9,44.65
9,55932,56090,1.9,43.7
9,57235,57338,1.9,40.85
9,58358,58465,1.9,39.9
9,59659,59776,1.9,37.05
9,59952,60098,1.9,37.05
9,60851,60958,1.9,37.05
9,61133,61283,1.9,37.05
9,62021,62127,1.9,22.8
9,62326,62506,1.9,22.8
9,63132,63270,2.1,56.7
9,64340,64446,2,47
9,65503,65605,1.9,42.75
9,66655,66762,2,45
9,68003,68192,1.9,45.6
9,68403,68541,1.9,45.6
9,70677,70793,2.8,53.2
9,70904,71049,2.8,53.2
9,71822,71925,2.8,56
9,72129,72284,2.8,56
9,73102,73237,3.2,56
9,73408,73580,3.2,56
9,74685,74802,2.8,37.8
9,76239,76345,2.6,44.2
9,77333,77532,2.7,35.1
9,77691,77884,2.7,35.1
9,78564,78728,3,85.5
9,79766,79893,3,73.5
9,80078,80282,3,73.5
9,81020,81166,2.7,54
9,82172,82316,2.3,54.05
9,82499,82680,2.3,54.05
9,83569,83675,3.2,62.4
9,83846,84033,3.2,62.4
9,85759,85928,3,58.5
9,87120,87211,3.2,48
9,88710,88800,3.2,59.2
9,89977,90145,2.7,25.65
9,90296,90480,2.7,25.65
9,91018,91160,3,43.5
9,92480,92574,3.3,52.8
9,93769,93857,3.2,86.4
9,95046,95164,2.6,58.5
9,96517,96617,2.4,52.8
9,96801,96977,2.4,52.8
9,97668,97756,2.8,61.6
9,97978,98111,2.8,61.6
9,99010,99094,3.2,48
9,99330,99488,3.2,48
9,101864,101979,2.8,47.6
9,102242,102408,2.8,47.6
9,103547,103649,3.2,59.2
9,104954,105064,3,49.5
9,106816,106900,2.7,40.5
9,107114,107270,2.7,40.5
9,108204,108389,2.9,24.65
9,109553,109650,2.9,37.7
9,111078,111160,3.2,81.6
9,111341,111492,3.2,81.6
9,112525,112616,3.2,60.8
9,113835,113915,2.8,50.4
9,115294,115378,2.7,40.5
9,116294,116433,3,58.5
9,116611,116779,3,58.5
9,118265,118421,2.9,56.55
9,119832,119957,3.3,59.4
9,120123,120297,3.3,59.4
9,121131,121213,3.2,52.8
9,121402,121582,3.2,52.8
9,122598,122704,2.6,40.3
9,122896,123086,2.6,40.3
9,124039,124139,3.2,48
9,124345,124509,3.2,48
9,125259,125359,2.8,46.2
9,125568,125748,2.8,46.2
9,126656,126774,3.2,80
9,128104,128202,3.2,81.6
9,129290,129437,2.9,34.8
9,130527,130625,2.8,54.6
9,131770,131896,3.2,62.4
