video_num,start_frame,end_frame,difficulty,final_score
26,19546,19622,3,58.5
26,19920,20030,3,58.5
26,20770,20904,3,57
26,21216,21354,3,57
26,22338,22418,2.7,56.7
26,22764,22894,2.7,56.7
26,23670,23750,3,64.5
26,24058,24196,3,64.5
26,25106,25200,3,63
26,25524,25660,3,63
26,26522,26600,3,63
26,26900,27024,3,63
26,27788,27914,3,70.5
26,28216,28354,3,70.5
26,29372,29450,3,67.5
26,29762,29896,3,67.5
26,30816,30896,3,63
26,31258,31382,3,63
26,32320,32404,3,61.5
26,32746,32866,3,61.5
26,33688,33790,3,63
26,34120,34258,3,63
26,35150,35228,3,64.5
26,35548,35682,3,64.5
26,36958,37082,2.8,54.6
26,37404,37540,2.8,54.6
26,38276,38406,3,58.5
26,38750,38898,3,58.5
26,39670,39810,2.8,58.8
26,40142,40280,2.8,58.8
26,40880,41000,3.1,65.1
26,41316,41434,3.1,65.1
26,42192,42326,3,49.5
26,42622,42740,3,49.5
26,43470,43602,3.1,55.8
26,43908,44030,3.1,55.8
26,45214,45300,3,52.5
26,45644,45790,3,52.5
26,46646,46788,3.1,68.2
26,47128,47256,3.1,68.2
26,47950,48080,3.1,60.45
26,48468,48610,3.1,60.45
26,49282,49400,3.1,69.75
26,49760,49894,3.1,69.75
26,50690,50810,3,67.5
26,51152,51300,3,67.5
26,52272,52356,3,70.5
26,52684,52840,3,70.5
26,54382,54472,3,63
26,54796,54922,3,63
26,55652,55790,3.1,65.1
26,56096,56218,3.1,65.1
26,57026,57132,3,63
26,57484,57620,3,63
26,58438,58520,3,48
26,58858,58992,3,48
26,59754,59846,3,58.5
26,60190,60318,3,58.5
26,61168,61270,2.8,54.6
26,61562,61702,2.8,54.6
26,62544,62682,3.1,71.3
26,63064,63188,3.1,71.3
26,64122,64212,3,46.5
26,64536,64660,3,46.5
26,65280,65418,3,63
26,65788,65910,3,63
26,66798,66884,3,76.5
26,67264,67404,3,76.5
26,68240,68324,3,40.5
26,68706,68848,3,40.5
26,69436,69566,3,70.5
26,69894,70024,3,70.5
26,71270,71380,3,48
26,71732,71856,3,48
26,72824,72906,2.7,48.6
26,73260,73390,2.7,48.6
26,74106,74212,3,60.2
26,74620,74764,3,60.2
26,75308,75428,3,63
26,75752,75870,3,63
26,76466,76616,3.1,60.45
26,76952,77064,3.1,60.45
26,77840,77980,2.8,65.8
26,78354,78478,2.8,65.8
26,79250,79398,3,54
26,79722,79860,3,54
26,80740,80886,3,63
26,81220,81356,3,63
26,82262,82350,3,63
26,82670,82814,3,63
