9839,9969
10155,10380
10399,10549
9839,10706
10946,11094
11268,11485
11500,11698
10946,11917
12273,12371
12566,12748
12767,12882
12273,12994
13714,13843
14101,14326
13714,14806
15862,15980
16133,16325
16342,16462
15862,16624
17103,17205
17486,17703
17717,18001
17103,18133
18629,18714
18947,19178
19377,19521
18629,19692
20045,20195
20403,20606
20621,20765
20045,20879
21251,21423
21612,21823
21973,22113
21251,22252
22425,22595
22764,22991
23006,23218
22425,23357
24066,24146
24357,24578
24591,24723
24066,24882
25502,25617
25970,26135
26148,26269
25502,26497
26876,27032
27267,27680
26876,27850
28585,28686
28903,29146
29294,29407
28585,29631
30339,30446
30628,30820
30835,30948
30339,31146
31671,31760
31911,32130
32141,32327
31671,32469
32920,33000
33172,33387
33398,33522
32920,33808
34323,34434
34635,34841
34853,35054
34323,35270
37154,37236
37441,37645
37656,37968
37154,37967
38487,38603
38764,38993
39008,39231
38487,39437
39949,40066
40254,40460
39949,40610
41341,41439
41794,41998
42010,42137
41341,42294
42934,43078
43314,43518
43531,43709
42934,43915
44005,44166
44359,44590
44611,44974
44005,45123
45485,45576
45737,45955
45970,46100
45485,46323
46968,47086
47277,47524
47535,47728
46968,47913
48482,48586
48807,49027
49179,49314
48482,49494
49977,50095
50341,50592
49977,50746
51800,51910
52137,52339
52354,52514
51800,52757
53047,53176
53410,53662
53673,53839
53047,54019
54663,54783
55005,55246
55258,55577
54663,55757
56125,56299
56485,56707
56719,56924
56125,57083
57592,57704
57902,58115
58132,58326
57592,58502
58837,58975
59182,59389
59403,59587
58837,59798
60024,60116
60288,60535
60551,60797
60024,60989
61557,61662
61824,62033
62044,62212
61557,62398
64785,64942
65147,65381
65394,65531
64785,65666
66248,66361
66525,66756
66769,66896
66248,67076
67380,67498
67684,67906
67918,68047
67380,68222
69066,69190
69482,69672
69688,70121
69066,70246
70950,71079
71247,71501
71616,71741
70950,71901
72470,72588
72804,73023
73036,73334
72470,73472
73748,73895
74054,74300
74310,74437
73748,74604
75462,75583
75909,76093
76105,76245
75462,76424
77073,77200
77467,77690
77073,77869
78487,78598
78880,79091
79103,79264
78487,79516
79868,80030
80299,80630
80641,80783
79868,80925
81870,81972
82151,82373
82387,82724
81870,82869
84124,84257
84408,84631
84643,84793
84124,84978
85839,85950
86147,86401
85839,86584
87141,87264
87513,87915
87924,88049
87141,88205
88747,88842
89050,89272
89286,89594
88747,89770
90131,90217
90408,90632
90644,90787
90131,91202
91576,91691
91915,92150
92160,92313
91576,92527
94542,94661
94880,95123
95136,95417
94542,95542
96311,96416
96767,96955
96966,97139
96311,97393
97643,97769
98061,98171
97643,98390
99044,99175
99486,99694
99704,100028
99044,100278
101090,101218
101332,101558
101649,101801
101090,102047
102403,102518
102679,102890
102903,103034
102403,103219
103636,103744
103933,104177
104189,104336
103636,104493
105213,105286
105440,105642
105656,105827
105213,106044
106809,106923
107142,107357
107373,107616
106809,107799
108372,108486
108764,108975
108991,109251
108372,109590
110071,110198
110405,110645
110656,110827
110071,111006
111516,111632
111832,112057
112072,112339
111516,112502
113482,113603
113837,114197
114209,114368
113482,114544
115476,115610
115788,116032
116045,116190
115476,116425
116948,117063
117235,117479
117491,117664
116948,117843
118321,118413
118570,118811
118825,118957
118321,119145
119559,119676
119983,120193
120205,120606
119559,120741
121140,121247
121452,121745
121760,121907
121140,122077
124172,124284
124456,124709
124723,124894
124172,125032
125561,125679
125935,126155
126167,126330
125561,126565
126756,126853
127039,127241
127255,127455
126756,127577
128265,128377
128595,128818
128830,128972
128265,129143
129964,130082
130234,130474
130487,130681
129964,130877
131220,131352
131519,131743
131756,131887
131220,132101
132535,132659
132885,133051
132535,133249
133884,133990
134195,134429
134455,134608
133884,134768
135284,135398
135680,136015
135284,136177
136836,136953
137171,137378
137393,137528
136836,137828
138357,138472
138673,138899
138909,139053
138357,139240
139712,139819
140027,140238
140250,140360
139712,140510
141724,141833
142026,142247
142260,142479
141724,142673
143368,143476
143669,143892
143904,144041
143368,144196
144778,144903
145101,145382
145516,145656
144778,145799
146027,146117
146318,146543
146560,146900
146027,147050
147501,147607
147848,148071
148083,148241
147501,148388
148791,148943
149098,149310
149324,149489
148791,149654
151868,151981
152195,152425
152437,152762
151868,152891
153492,153613
153772,153991
154003,154143
153492,154480
154775,154888
155082,155313
154775,155462
156170,156295
156536,156884
156897,157038
156170,157181
157939,158049
158179,158440
158452,158584
157939,158827
159156,159265
159457,159685
159697,159863
159156,160035
160485,160599
160754,160967
160978,161138
160485,161305
162070,162186
162428,162691
162702,162817
162070,163213
163748,163876
164049,164265
164278,164399
163748,164558
165260,165391
165600,165847
166023,166210
165260,166384
166904,167032
167170,167406
167418,167565
166904,167759
168297,168422
168625,168868
168880,169035
168297,169247
169575,169716
169894,170134
170146,170527
169575,170761
171098,171261
171479,171711
171725,172040
171098,172222
172533,172665
172841,173082
173097,173237
172533,173397
173975,174088
174331,174568
174581,174685
173975,174857
175327,175430
175615,175850
175864,176190
175327,176365
176871,176981
177176,177410
177422,177550
176871,177733
