3528,3664
3963,4129
4140,4378
3528,4466
5219,5318
5626,5797
5811,6066
5219,6154
7009,7177
7413,7588
7600,7877
7009,7981
8764,8907
9171,9332
9340,9594
8764,9687
10594,10735
10976,11124
11131,11370
10594,11458
12309,12427
12736,12884
12892,13133
12309,13428
15582,15690
15926,16068
16087,16318
15582,16408
17389,17481
17756,17906
17915,18100
17389,18194
19387,19486
19725,19880
19889,20154
19387,20250
21196,21299
21569,21739
21749,22009
21196,22096
23427,23533
23839,23986
23998,24284
23427,24385
25153,25251
25550,25716
25725,25902
25910,26166
25153,26266
28891,28991
29274,29427
29437,29614
28891,29709
30390,30517
30766,30918
30929,31184
30390,31283
32341,32428
32710,32860
32869,33102
32341,33204
34240,34338
34622,34786
34796,35034
34240,35135
36041,36157
36405,36586
36601,36908
36041,37218
37902,37984
38279,38428
38437,38592
38603,38820
37902,38911
41174,41321
41597,41764
41782,42066
41174,42160
42970,43063
43318,43491
43501,43685
42970,43786
45014,45112
45347,45518
45532,45802
45014,45949
46981,47075
47372,47532
47541,47794
46981,47884
48991,49090
49400,49543
49552,49760
48991,49893
50583,50695
50960,51176
50583,51515
53641,53768
54058,54259
53641,54361
55098,55218
55487,55645
55654,55905
55098,56024
56903,57003
57243,57414
57423,57623
56903,57722
58697,58803
59078,59247
59264,59552
58697,59680
60515,60623
60910,61073
61084,61423
60515,61523
62310,62424
62745,62904
62919,63104
62310,63439
