10170,10250
10444,10562
10574,10788
10170,10852
11564,11640
11804,11936
11948,12186
11564,12240
13002,13086
13254,13374
13386,13600
13002,13670
14394,14500
14680,14802
14814,14970
14394,15050
15824,15908
16068,16186
16198,16396
15824,16462
17486,17560
17716,17834
17846,18030
17486,18100
18734,18904
19066,19202
19214,19466
18734,19526
20342,20432
20594,20724
20736,20914
20342,20980
21816,21898
22060,22184
22194,22404
21816,22468
23440,23516
23688,23790
23800,24000
23440,24064
24694,24854
25068,25216
25228,25384
24694,25464
26342,26424
26626,26756
26766,26970
26342,27042
29648,29732
29898,30016
30028,30222
29648,30310
30848,30992
31156,31294
31306,31448
30848,31526
32110,32250
32436,32566
32578,32766
32110,32850
33462,33614
33824,34024
34038,34238
33462,34300
34918,35088
35292,35458
35468,35718
34918,35780
36460,36590
36736,36890
36902,37124
36460,37194
37906,38070
38242,38404
38416,38670
37906,38744
39544,39630
39804,39914
39924,40138
39544,40200
41056,41142
41284,41396
41410,41624
41056,41790
42278,42420
42578,42750
42762,42994
42278,43068
43842,43938
44130,44268
44280,44494
43842,44560
45640,45722
45904,46050
46062,46270
45640,46344
48900,48980
49178,49300
49310,49556
48900,49620
50390,50474
50650,50790
50800,51038
50390,51110
51936,52020
52218,52348
52362,52564
51936,52642
53466,53554
53720,53884
53928,54126
53466,54186
54770,54904
55104,55296
55308,55586
54770,55690
56874,56956
57122,57256
57266,57472
56874,57532
58304,58462
58626,58822
58836,59052
58304,59108
59990,60116
60302,60488
60500,60736
59990,60804
61484,61636
61830,61976
61990,62224
61484,62300
63220,63296
63460,63612
63630,63832
63220,63890
64714,64800
64968,65122
65134,65336
64714,65396
66000,66128
66350,66490
66514,66704
66000,66790
69162,69300
69556,69706
69716,69874
69162,70160
70750,70886
71126,71292
71308,71450
71462,71658
70750,71756
72510,72590
72804,72994
73008,73146
73164,73364
72510,73430
74016,74178
74350,74524
74538,74688
74702,74968
74016,75038
75866,75950
76138,76340
76354,76476
76490,76688
75866,76740
77530,77666
77880,78052
78066,78228
78240,78454
77530,78524
79366,79446
79636,79830
79844,79974
79986,80172
79366,80230
81190,81320
81508,81736
81750,81898
81916,82190
81190,82248
82790,82938
83126,83348
83360,83482
83494,83680
82790,83746
84560,84640
84882,85070
85090,85222
85234,85416
84560,85504
86250,86376
86558,86726
86738,86868
86250,86882
86250,87108
88144,88228
88424,88598
88610,88764
88780,89004
88144,89062
